                                                                    VIRUS STRAIN	               CLADE
                                              A/chicken/Padang/BPPVRII-62-2/2011	            2.1.3.2b
                                           A/chicken/Pekanbaru/BPPVRII-91-3/2011	            2.1.3.2b
                                A/environment/East_Jakarta/BPPVRVIII-344-25/2010	            2.1.3.2b
                                       A/environment/Kota_Bekasi/081489-004/2013	            2.1.3.2b
                                A/environment/West_Jakarta/BPPVRVIII-344-19/2010	            2.1.3.2b
                                       A/environment/Kota_Depok/0813207-020/2013	            2.1.3.2b
                                   A/environment/Kota_Tangerang/0813207-006/2013	            2.1.3.2b
                                      A/environment/Kota_Bekasi/0813129-003/2013	            2.1.3.2b
                                    A/environment/Jakarta_Timur/0813129-029/2013	            2.1.3.2b
                                              A/chicken/Padang/BPPVRII-51-2/2011	            2.1.3.2b
                                    A/environment/Jakarta_Pusat/0813129-008/2013	            2.1.3.2b
                                           A/environment/Bekasi/0813321-013/2013	            2.1.3.2b
                                   A/environment/Kota_Tangerang/0813321-018/2013	            2.1.3.2b
                                    A/environment/Jakarta_Utara/0813207-025/2013	            2.1.3.2b
                                    A/environment/Jakarta_Utara/0813207-026/2013	            2.1.3.2b
                                A/environment/South_Jakarta/BPPVRVIII-52-84/2010	            2.1.3.2b
                                                 A/chicken/Indonesia/D10014/2010	            2.1.3.2b
                                        A/environment/Tangerang/0813207-018/2013	            2.1.3.2b
                                                     A/chicken/Inhu/BPPVRII/2007	             2.1.3.3
                                                A/Chicken/Way_Kanan/BBPVIII/2006	             2.1.3.3
                                                 A/chicken/East_Java/UT6044/2007	             2.1.3.3
                                                 A/chicken/East_Java/UT6023/2006	             2.1.3.3
                                               A/swine/North_Sumatra/UT6004/2006	             2.1.3.3
                                                   A/swine/East_Java/UT6010/2007	             2.1.3.3
                                                A/chicken/Solok/BPPVRII-602/2009	             2.1.3.3
                                                    A/chicken/Banten/UT6025/2006	             2.1.3.3
                                                 A/chicken/East_Java/UT6045/2007	             2.1.3.3
                                                      A/swine/Banten/UT6001/2006	             2.1.3.3
                                          A/chicken/South_Kalimantan/UT6028/2006	             2.1.3.3
                                                     A/duck/Jakarta/Slmt306/2006	             2.1.3.3
                                             A/chicken/Pasaman/BBPPVRII-656/2009	             2.1.3.3
                                               A/Chicken/Palembang/BPPV-III/2005	             2.1.3.3
                                                   A/swine/East_Java/UT6005/2006	             2.1.3.3
                                          A/chicken/South_Kalimantan/UT6029/2006	             2.1.3.3
                                                 A/chicken/East_Java/UT6017/2006	             2.1.3.3
                                                  A/chicken/Pakistan/SPVC-8/2008	                 2.2
                                        A/great_black-headed_gull/Qinghai/2/2007	                 2.2
                                                        A/duck/Germany/R751/2006	                 2.2
                                               A/chicken/Nigeria/08RS848-41/2006	                 2.2
                                                A/chicken/Pakistan/NARC-228/2006	                 2.2
                                          A/common_pochard/Switzerland/V762/2006	                 2.2
                                                    A/tufted_duck/Bavaria/9/2006	                 2.2
                                               A/chicken/Nigeria/08RS848-71/2007	                 2.2
                                                A/chicken/Ghana/3160-NAMRU3/2007	                 2.2
                                           A/Cygnus_olor/Czech_Republic/10814/06	                 2.2
                                                          A/duck/Germany/R338/06	                 2.2
                                                          A/swan/Bavaria/17/2006	                 2.2
                                                     A/chicken/India/NIV33487/06	                 2.2
                                         A/duck/chicken/Nigeria/08RS848-120/2007	                 2.2
                                          A/Cygnus_olor/Astrakhan/Ast05-2-2/2005	                 2.2
                                                   A/chicken/Nigeria/1071-4/2007	                 2.2
                                                       A/turkey/Germany/R1077/06	                 2.2
                                                A/falcon/Saudi_Arabia/D1795/2005	                 2.2
                                                A/chicken/Ghana/3159-NAMRU3/2007	                 2.2
                                                          A/swan/Bavaria/29/2006	                 2.2
                                               A/Canada_goose/Germany/R1207/2006	                 2.2
                                               A/chicken/Nigeria/08RS848-33/2006	                 2.2
                                           A/Cygnus_olor/Czech_Republic/10732/07	                 2.2
                                                A/Cygnus_cygnus/Krasnodar/329/07	                 2.2
                                                   A/whooper_swan/Germany/R88/06	                 2.2
                                          A/Cygnus_olor/Astrakhan/Ast05-2-6/2005	                 2.2
                                          A/Cygnus_olor/Astrakhan/Ast05-2-8/2005	                 2.2
                                                     A/wild_duck/Bavaria/14/2007	                 2.2
                                                   A/crow/Peshawer/NARC7914/2007	                 2.2
                                                        A/buzzard/Bavaria/5/2006	                 2.2
                                                A/turkey/Ivory_Coast/4372-4/2006	                 2.2
                                               A/chicken/Nigeria/08RS848-44/2006	                 2.2
                                            A/chicken/Pakistan-Lhr/NARC-610/2008	                 2.2
                                                      A/common_gull/Chany/P/2006	                 2.2
                                                 A/chicken/Rostov-on-Don/35/2007	                 2.2
                                               A/chicken/Nigeria/08RS848-39/2006	                 2.2
                                                    A/whooper_swan/Mongolia/2/06	                 2.2
                                                         A/chicken/Korea/IS/2006	                 2.2
                                                   A/chicken/Nigeria/957-20/2006	                 2.2
                                        A/goose/Lahore-Pakistan/NARC-3321/4/2006	                 2.2
                                          A/Anas_platyrhynchos/Slovenia/359/2006	                 2.2
                                           A/Cygnus_olor/Czech_Republic/10662/06	                 2.2
                                                     A/chicken/Jalgaon/8824/2006	                 2.2
                                                   A/chicken/Nandurbar/7966/2006	                 2.2
                                                          A/duck/Germany/R603/06	                 2.2
                                                         A/duck/Korea/Asan5/2006	                 2.2
                                                    A/avian/Russia/5354-vac/2005	                 2.2
                                                  A/ostrich/Nigeria/1047-25/2006	                 2.2
                                                      A/goose/Hungary/14756/2006	                 2.2
                                             A/peacock/Chakshahzad/NARC9238/2007	                 2.2
                                                A/bar-headed_goose/Mongolia/1/05	                 2.2
                                                     A/chicken/Kuwait/KISR8/2007	                 2.2
                                          A/Cygnus_olor/Astrakhan/Ast05-2-1/2005	                 2.2
                                                A/common_buzzard/Germany/R306/06	                 2.2
                                        St_Jude_H5N1_influenza_seed_virus_163222	                 2.2
                                                       A/chicken/Romania/3076/05	                 2.2
                                               A/chicken/Nigeria/08RS848-88/2007	                 2.2
                                                         A/swan/Germany/R65/2006	                 2.2
                                                A/goose/Krasnoozerskoye/627/2005	                 2.2
                                                A/Peking_duck/Germany/R1959/2007	                 2.2
                                                    A/eagle_owl/Germany/R1166/06	                 2.2
                                                      A/swan/Schwechat/2538/2006	                 2.2
                                                A/chicken/Nigeria/08RS848-5/2006	                 2.2
                                                A/falcon/Saudi_Arabia/D1936/2007	                 2.2
                                                         A/chicken/Kurgan/3/2005	                 2.2
                                                   A/environment/Korea/W150/2006	                 2.2
                                                    A/chicken/Germany/R3272/2007	                 2.2
                                               A/chicken/Nigeria/08RS848-92/2007	                 2.2
                                               A/greylag_goose/France/06310/2006	                 2.2
                                                     A/goosander/Bavaria/20/2006	                 2.2
                                                      A/chicken/Krasnodar/300/07	                 2.2
                                               A/chicken/Manshera/NARC10337/2007	                 2.2
                                               A/chicken/Afghanistan/1573-7/2006	                 2.2
                                            A/chicken/Pakistan-Khi/NARC-520/2008	                 2.2
                                                             A/chicken/Tula/4/05	                 2.2
                                           A/great_crested_grebe/Bavaria/31/2006	                 2.2
                                                   A/chicken/Nigeria/1071-7/2007	                 2.2
                                                        A/chicken/Korea/IS2/2006	                 2.2
                                               A/chicken/Nigeria/08RS848-70/2007	                 2.2
                                                        A/Cygnus_olor/BIH/1/2006	                 2.2
                                                       A/pochard/Germany/R348/06	                 2.2
                                                             A/duck/Tuva/01/2006	                 2.2
                                                           A/swan/Bavaria/9/2007	                 2.2
                                                     A/swan/England/AV26-68/2008	                 2.2
                                                          A/duck/Germany/R592/06	                 2.2
                                                     A/falcon/Kuwait/1019-7/2007	                 2.2
                                              A/chicken/Ivory_Coast/1787-35/2006	                 2.2
                                          A/common_pochard/Switzerland/V592/2006	                 2.2
                                               A/chicken/Navapur/India/7972/2006	                 2.2
                                          A/Cygnus_olor/Astrakhan/Ast05-2-7/2005	                 2.2
                                                      A/turkey/Poland/R3249/2007	                 2.2
                                                    A/whooper_swan/Mongolia/3/05	                 2.2
                                                A/whooper_swan/Mongolia/244/2005	                 2.2
                                                        A/chicken/Crimea/08/2005	                 2.2
                                                        A/buzzard/Berlin/01/2006	                 2.2
                                                      A/chicken/Nigeria/641/2006	                 2.2
                                                A/chicken/Nigeria/08RS848-1/2006	                 2.2
                                                        A/chicken/Crimea/04/2005	                 2.2
                                                     A/chicken/Krasnodar/01/2006	                 2.2
                                           A/guinea_fowl/Nigeria/08RS848-10/2006	                 2.2
                                              A/domestic_duck/Germany/R1779/2007	                 2.2
                                                A/common_pochard/Bavaria/30/2006	                 2.2
                                                          A/swan/Bavaria/14/2006	                 2.2
                                                           A/cat/Germany/R606/06	                 2.2
                                              A/chicken/Nigeria/08RS848-100/2007	                 2.2
                                                    A/chicken/Mahachkala/05/2006	                 2.2
                                                     A/mute_swan/Germany/R797/06	                 2.2
                                                A/chicken/Sihala/NARC3303.4/2006	                 2.2
                                               A/chicken/Nigeria/08RS848-82/2007	                 2.2
                                                  A/chicken/Pakistan/SPVC-7/2008	                 2.2
                                          A/bar-headed_goose/Qinghai/1-HVRI/2006	                 2.2
                                            A/muscovy_duck/Rostov-on-Don/51/2007	                 2.2
                                              A/chicken/Nigeria/08RS848-118/2007	                 2.2
                                                  A/chicken/Manipur/NIV9743/2007	                 2.2
                                                  A/chicken/Nigeria/1047-62/2006	                 2.2
                                          A/great_crested_grebe/Germany/R1406/07	                 2.2
                                                          A/swan/Bavaria/21/2006	                 2.2
                                                     A/wild_duck/Bavaria/12/2007	                 2.2
                                              A/turkey/Czech_Republic/10309-3/07	                 2.2
                                                 A/goose/Nigeria/08RS848-56/2007	                 2.2
                                                     A/swan/Schaerding/1499/2006	                 2.2
                                                       A/swan/England/26-70/2008	                 2.2
                                               A/turkey/Saudi_Arabia/6732-6/2007	                 2.2
                                                    A/chicken/Benin/6693-16/2007	                 2.2
                                                     A/chicken/Kuwait/KISR5/2007	                 2.2
                                               A/chicken/Nigeria/08RS848-26/2006	                 2.2
                                                A/chicken/Nigeria/08RS848-4/2006	                 2.2
                                                 A/goose/Islamabad/NARC7757/2007	                 2.2
                                                      A/chicken/Liaoning/23/2005	                 2.2
                                               A/guinea_fowl/Nigeria/957-12/2006	                 2.2
                                                   A/chicken/Nigeria/1071-5/2007	                 2.2
                                                    A/rook/Rostov-on-Don/26/2007	                 2.2
                                                       A/grebe/Tyva/Tyv06-8/2006	                 2.2
                                         A/Cygnus_olor/Astrakhan/Ast05-2-10/2005	                 2.2
                                                    A/chicken/Sudan/2115-10/2006	                 2.2
                                                    A/tufted_duck/Bavaria/4/2006	                 2.2
                                              A/chicken/Afghanistan/1573-65/2006	                 2.2
                                                         A/grebe/Tyva/Tyv06-2/06	                 2.2
                                               A/chicken/Nigeria/08RS848-77/2007	                 2.2
                                                  A/chicken/Pakistan/SPVC-7/2007	                 2.2
                                                    A/whooper_swan/Mongolia/4/05	                 2.2
                                                 A/common_pochard/Bavaria/7/2006	                 2.2
                                                     A/chicken/Poland/R3248/2007	                 2.2
                                                   A/tufted_duck/Bavaria/26/2006	                 2.2
                                                       A/chicken/Reshoty/02/2006	                 2.2
                                           A/guinea_fowl/Nigeria/08RS848-78/2007	                 2.2
                                                      A/chicken/Volgograd/236/06	                 2.2
                                               A/bar-headed_goose/Qinghai/3/2005	                 2.2
                                                 A/chicken/Lahore/NARC-3320/2006	                 2.2
                                                       A/duck/Hungary/11804/2006	                 2.2
                                                  A/chicken/Pakistan/SPVC-1/2008	                 2.2
                                                 A/mallard/Switzerland/V558/2006	                 2.2
                                                          A/swan/Bavaria/28/2006	                 2.2
                                                       A/chicken/Ghana/2534/2007	                 2.2
                                                          A/swan/Bavaria/32/2006	                 2.2
                                                  A/chicken/Nigeria/1047-34/2006	                 2.2
                                                    A/cygnus_olor/Croatia/1/2005	                 2.2
                                                  A/mute_swan/France/06631a/2006	                 2.2
                                                           A/swan/Bavaria/8/2007	                 2.2
                                   A/peacock/Mansehra-Pakistan/NARC-7558/02/2007	                 2.2
                                                  A/goosander/Switzerland/V82/06	                 2.2
                                                           A/swan/Bavaria/6/2006	                 2.2
                                                     A/chicken/Kuwait/KISR6/2007	                 2.2
                                                        A/stork/Germany/R1239/06	                 2.2
                                                A/chicken/Ghana/3158-NAMRU3/2007	                 2.2
                                                A/turkey/Islamabad/NARC7873/2007	                 2.2
                                                 A/saker_falcon/Kuwait/0286/2007	                 2.2
                                                      A/chicken/Rostov/22-1/2007	                 2.2
                                                     A/chicken/Kuwait/KISR3/2007	                 2.2
                                          A/Cygnus_olor/Astrakhan/Ast05-2-4/2005	                 2.2
                                                A/greylag_goose_/Bavaria/11/2007	                 2.2
                                                      A/duck/Novosibirsk/56/2005	                 2.2
                                                     A/chicken/Kuwait/KISR7/2007	                 2.2
                                                   A/environment/Korea/W149/2006	                 2.2
                                                  A/swan/England/AV346-2197/2008	                 2.2
                                                    A/whooper_swan/Mongolia/6/05	                 2.2
                                                   A/chicken/Nigeria/1047-8/2006	                 2.2
                                                           A/swan/Bavaria/6/2007	                 2.2
                                              A/chicken/Nigeria/08RS848-111/2007	                 2.2
                                                    A/chicken/Domodedovo/MK/2007	                 2.2
                                                     A/chicken/Sudan/1784-8/2006	                 2.2
                                                  A/mute_swan/France/070203/2007	                 2.2
                                                       A/chicken/Romania/2912/05	                 2.2
                                     A/common_pochard/Switzerland/WV4080110/2008	                 2.2
                                                   A/mute_swan/Hungary/3472/2006	                 2.2
                                                 A/great_cormorant/Tibet/12/2006	                 2.2
                                                A/stone_marten/Germany/R747/2006	                 2.2
                                              A/chicken/Nigeria/08RS848-110/2007	                 2.2
                                                        A/gull/Germany/R882/2006	                 2.2
                                              A/domestic_duck/Germany/R2048/2007	                 2.2
                                                          A/coot/Germany/R655/06	                 2.2
                                                  A/swan/England/AV346-2195/2008	                 2.2
                                                         A/chicken/Adygea/203/06	                 2.2
                                               A/chicken/Russia_Krasnodar/2/2007	                 2.2
                                                           A/goose/Crimea/615/05	                 2.2
                                                A/goldeneye_duck/Bavaria/19/2006	                 2.2
                                                            A/chicken/Omsk/14/05	                 2.2
                                                A/turkey/Ivory_Coast/4372-3/2006	                 2.2
                                                    A/duck/Switzerland/V389/2006	                 2.2
                                             A/crow/Pakistan-Khi/NARC-11672/2008	                 2.2
                                                    A/chicken/Ukraine/AV453/2008	                 2.2
                                          A/common_pochard/Switzerland/V505/2006	                 2.2
                                                       A/buzzard/Bavaria/13/2006	                 2.2
                                                   A/Cygnus_cygnus/Iran/754/2006	                 2.2
                                                  A/chicken/Nigeria/1047-30/2006	                 2.2
                                                          A/swan/Bavaria/16/2006	                 2.2
                                                A/whooperswan/Germany/R65-2/2006	                 2.2
                                              A/chicken/Nigeria/08RS848-104/2007	                 2.2
                                                    A/mute_swan/Germany/R1349/07	                 2.2
                                                   A/chicken/Nigeria/1071-3/2007	                 2.2
                                               A/chicken/Nigeria/08RS848-50/2006	                 2.2
                                                       A/chicken/Tambov/570-2/05	                 2.2
                                                     A/chicken/Kuwait/KISR2/2007	                 2.2
                                               A/bar-headed_goose/Qinghai/2/2007	                 2.2
                                                A/chicken/West_Bengal/81760/2008	                 2.2
                                                         A/duck/Korea/Asan6/2006	                 2.2
                                      A/houbara_bustard/Saudi_Arabia/6732-1/2007	                 2.2
                                               A/chicken/Nigeria/08RS848-94/2007	                 2.2
                                                     A/chicken/Sudan/1784-7/2006	                 2.2
                                               A/bar-headed_goose/Qinghai/F/2007	                 2.2
                                                        A/chicken/Suzdalka/06/05	                 2.2
                                                     A/chicken/Niger/2130-8/2006	                 2.2
                                               A/chicken/Nigeria/08RS848-75/2007	                 2.2
                                                       A/goose/Hungary/3413/2007	                 2.2
                                                        A/falcon/Bavaria/15/2006	                 2.2
                                               A/chicken/Nigeria/08RS848-45/2006	                 2.2
                                                    A/chicken/Sudan/2115-12/2006	                 2.2
                                         A/guinea_fowl/Burkina_Faso/1347-20/2006	                 2.2
                                                   A/chicken/Nigeria/1071-1/2007	                 2.2
                                                       A/chicken/Romania/2910/05	                 2.2
                                                   A/Canada_goose/Bavaria/4/2007	                 2.2
                                                           A/swan/Bavaria/2/2007	                 2.2
                                                   A/chicken/Nigeria/1071-9/2007	                 2.2
                                                      A/mute_swan/Bavaria/3/2007	                 2.2
                                                 A/Canada_goose/Germany/R71/2006	                 2.2
                                                           A/duck/Wien/1836/2006	                 2.2
                                               A/chicken/Nigeria/08RS848-74/2007	                 2.2
                                            A/chicken/Pakistan-Khi/NARC-612/2008	                 2.2
                                                  A/chicken/Pakistan/SPVC-8/2007	                 2.2
                                                         A/chicken/Moscow/2/2007	                 2.2
                                                   A/mute_swan/France/06299/2006	                 2.2
                                                  A/chicken/Nigeria/1071-29/2007	                 2.2
                                                    A/chicken/Germany/R3294/2007	                 2.2
                                               A/chicken/Nigeria/08RS848-90/2007	                 2.2
                                                          A/swan/Bavaria/25/2006	                 2.2
                                              A/chicken/Rawalakot/NARC2441A/2006	                 2.2
                                                  A/tufted_duck/Germany/R1240/06	                 2.2
                                               A/chicken/Nigeria/08RS848-97/2007	                 2.2
                                                A/starling/Rostov-on-Don/39/2007	                 2.2
                                                           A/duck/Kurgan/08/2005	                 2.2
                                                         A/turkey/Suzdalka/12/05	                 2.2
                                                  A/chicken/Nigeria/1071-30/2007	                 2.2
                                                       A/mallard/Bavaria/10/2007	                 2.2
                                               A/chicken/Nigeria/08RS848-76/2007	                 2.2
                                                     A/chicken/India/NIV33491/06	                 2.2
                                                  A/swan/England/AV380-2326/2008	                 2.2
                                                       A/chicken/Romania/3293/05	                 2.2
                                                      A/chicken/Togo/4106-1/2007	                 2.2
                                                  A/turkey/France/06222-1.1/2006	                 2.2
                                                   A/pigeon/Rostov-on-Don/6/2007	                 2.2
                                                        A/chicken/Korea/CA7/2006	                 2.2
                                                 A/chicken/Pakistan/SPVC-15/2008	                 2.2
                                               A/chicken/Nigeria/08RS848-24/2006	                 2.2
                                                     A/chicken/Niger/2130-7/2006	                 2.2
                                                A/domestic_goose/Pavlodar/1/2005	                 2.2
                                               A/chicken/Nigeria/08RS848-83/2007	                 2.2
                                                 A/bar-headed_goose/Tibet/8/2006	                 2.2
                                            A/little_grebe/Switzerland/V330/2006	                 2.2
                                              A/chicken/Nigeria/08RS848-121/2007	                 2.2
                                               A/chicken/Nigeria/08RS848-38/2006	                 2.2
                                                     A/grebe/Novosibirsk/29/2005	                 2.2
                                                           A/duck/Niger/914/2006	                 2.2
                                                A/mute_swan/Switzerland/V68/2006	                 2.2
                                              A/chicken/Nigeria/08RS848-102/2007	                 2.2
                                                        A/duck/Novosibirsk/02/05	                 2.2
                                             A/tufted_duck/Switzerland/V504/2006	                 2.2
                                   A/turkey/Islamabad-Pakistan/NARC-7871/02/2007	                 2.2
                                                          A/goose/Suzdalka/10/05	                 2.2
                                                               A/Xinjiang/1/2006	                 2.2
                                                  A/chicken/Nigeria/1047-54/2006	                 2.2
                                                 A/mallard/Switzerland/V537/2006	                 2.2
                                                           A/swan/Bavaria/7/2007	                 2.2
                                                     A/chicken/Sudan/2115-9/2006	                 2.2
                                                         A/chicken/Astana/6/2005	                 2.2
                                                 A/chicken/Afghanistan/1207/2006	                 2.2
                                                           A/duck/Omsk/1822/2006	                 2.2
                                                   A/pied_magpie/Liaoning/7/2006	                 2.2
                                                    A/chicken/Sudan/1784-10/2006	                 2.2
                                                    A/duck/Switzerland/V487/2006	                 2.2
                                                  A/mute_swan/Germany/R1359/2007	                 2.2
                                             A/mountain_hawk-eagle/Kumamoto/1/07	                 2.2
                                                   A/chicken/Nandurbar/7979/2006	                 2.2
                                                          A/swan/Bavaria/23/2006	                 2.2
                                                     A/eagle_owl/Bavaria/10/2006	                 2.2
                                              A/chicken/Afghanistan/1573-47/2006	                 2.2
                                                       A/grebe/Tyva/Tyv06-1/2006	                 2.2
                                                          A/swan/Bavaria/24/2006	                 2.2
                                                        A/mallard/Bavaria/1/2006	                 2.2
                                                  A/chicken/Nigeria/1071-10/2007	                 2.2
                                                      A/chicken/Nigeria/OG5/2007	                 2.2
                                                     A/goosander/Bavaria/18/2006	                 2.2
                                              A/domestic_duck/Germany/R1772/2007	                 2.2
                                             A/common_goldeneye/Mongolia/12/2006	                 2.2
                                                          A/swan/Krems/2675/2006	                 2.2
                                               A/chicken/Nigeria/08RS848-22/2006	                 2.2
                                                        A/chicken/Iran/53-3/2008	                 2.2
                                                   A/tufted_duck/Bavaria/27/2006	                 2.2
                                              A/chicken/Nigeria/08RS848-115/2007	                 2.2
                                                A/common_buzzard/Bavaria/11/2006	                 2.2
                                               A/chicken/Nigeria/08RS848-47/2006	                 2.2
                                                        A/chicken/Kurgan/05/2005	                 2.2
                                              A/chicken/Afghanistan/1573-92/2006	                 2.2
                                                A/turkey/Ivory_Coast/4372-2/2006	                 2.2
                                                  A/chicken/Pakistan/SPVC-5/2007	                 2.2
                                             A/common_coot/Switzerland/V544/2006	                 2.2
                                                            A/cat/Dagestan/87/06	                 2.2
                                                A/domestic_duck/Germany/R1797/07	                 2.2
                                                     A/wild_duck/Bavaria/13/2007	                 2.2
                                                     A/swan/England/AV26-70/2008	                 2.2
                                                    A/duck/Switzerland/V426/2006	                 2.2
                                                A/Cygnus_olor/Germany/R1372/2007	                 2.2
                                                          A/swan/Bavaria/33/2006	                 2.2
                                                          A/duck/China/E319-2/03	                 2.2
                                          A/Cygnus_olor/Astrakhan/Ast05-2-5/2005	                 2.2
                                                  A/Cygnus_olor/Caspian_Sea/2006	                 2.2
                                                    A/tufted_duck/Bavaria/8/2006	                 2.2
                                                         A/swan/Germany/R65/2008	                 2.2
                                                    A/chicken/Germany/R3234/2007	                 2.2
                                          A/chicken/Czech_Republic/11242-38/2007	                 2.2
                                                     A/goosander/Bavaria/34/2006	                 2.2
                                          A/Cygnus_olor/Astrakhan/Ast05-2-9/2005	                 2.2
                                                     A/goose/Hungary/2823/2/2007	                 2.2
                                                     A/mute_swan/Germany/R854/06	                 2.2
                                                  A/duck/Nigeria/08RS848-20/2006	                 2.2
                                                A/chicken/Nigeria/08RS848-9/2006	                 2.2
                                         A/black-necked_grebe/Germany/R1393/2007	                 2.2
                                             A/chicken/Burkina_Faso/1347-16/2006	                 2.2
                                               A/domestic_goose/Germany/R1400/07	                 2.2
                                                           A/swan/Bavaria/5/2007	                 2.2
                                                      A/wild_duck/Omsk/103-01/05	                 2.2
                                                     A/wild_duck/Liaoning/8/2006	                 2.2
                                               A/bar-headed_goose/Qinghai/3/2007	                 2.2
                                               A/chicken/Nigeria/08RS848-15/2006	                 2.2
                                          A/Cygnus_olor/Astrakhan/Ast05-2-3/2005	                 2.2
                                        St_Jude_H5N1_influenza_seed_virus_163243	                 2.2
                                                     A/chicken/Kuwait/KISR9/2007	                 2.2
                                                 A/chicken/Pakistan/SPVC-20/2008	                 2.2
                                                      A/mute_swan/Germany/R65/06	                 2.2
                                                      A/chicken/Krasnodar/123/06	                 2.2
                                                   A/mute_swan/Hungary/4999/2006	                 2.2
                                            A/duck/Egypt/3043NAMRU3-CLEVB56/2007	               2.2.1
                                                   A/duck/Egypt/0971SM-NLQP/2009	               2.2.1
                                                A/chicken/Egypt/1080-NAMRU3/2006	               2.2.1
                                                       A/duck/Egypt/10185SS/2010	               2.2.1
                                                         A/chicken/Gaza/714/2006	               2.2.1
                                                             A/Egypt/N03450/2009	               2.2.1
                                                             A/Egypt/N02554/2010	               2.2.1
                                                       A/duck/Egypt/10255AG/2010	               2.2.1
                                                        A/Egypt/2331-NAMRU3/2007	               2.2.1
                                        A/chicken/Egypt/9385NAMRU3-CLEVB125/2007	               2.2.1
                                                     A/duck/Egypt/0891-NLQP/2008	               2.2.1
                                                   A/turkey/Egypt/0935-NLQP/2009	               2.2.1
                                                     A/duck/Egypt/0964-NLQP/2009	               2.2.1
                                                   A/mute_swan/France/06303/2006	               2.2.1
                                                   A/chicken/Egypt/085-NLQP/2008	               2.2.1
                                            A/Cygnus_olor/Czech_Republic/5761/06	               2.2.1
                                                A/chicken/Egypt/08371S-NLQP/2008	               2.2.1
                                                             A/Egypt/N04527/2009	               2.2.1
                                                        A/duck/Egypt/1020sd/2010	               2.2.1
                                                       A/Egypt/14725-NAMRU3/2006	               2.2.1
                                                 A/chicken/Egypt/06612-NLQP/2006	               2.2.1
                                                    A/chicken/Egypt/091317s/2009	               2.2.1
                                                      A/chicken/Egypt/1020d/2010	               2.2.1
                                                     A/chicken/Egypt/1197AG/2011	               2.2.1
                                                       A/chicken/Egypt/1035/2010	               2.2.1
                                                 A/chicken/Egypt/1129N3-HK9/2007	               2.2.1
                                                       A/chicken/Egypt/1034/2010	               2.2.1
                                          A/Cygnus_olor/Czech_Republic/5170/2006	               2.2.1
                                                        A/turkey/Israel/365/2006	               2.2.1
                                                             A/Egypt/N03272/2009	               2.2.1
                                                             A/Egypt/N03434/2009	               2.2.1
                                                         A/chicken/Egypt/F8/2009	               2.2.1
                                                         A/duck/Egypt/1011d/2010	               2.2.1
                                                             A/Egypt/N03438/2009	               2.2.1
                                                             A/Egypt/N04822/2009	               2.2.1
                                                        A/duck/Egypt/1123SF/2011	               2.2.1
                                                A/chicken/Egypt/07480S-NLQP/2007	               2.2.1
                                                       A/Egypt/14724-NAMRU3/2006	               2.2.1
                                                             A/Egypt/N04394/2009	               2.2.1
                                                  A/chicken/Egypt/0918-NLQP/2009	               2.2.1
                                                      A/turkey/Egypt/2253-2/2006	               2.2.1
                                                             A/Egypt/N05912/2009	               2.2.1
                                         A/chicken/Egypt/3045NAMRU3-CLEVB60/2007	               2.2.1
                                                       A/chicken/Egypt/119S/2011	               2.2.1
                                                        A/Egypt/2321-NAMRU3/2007	               2.2.1
                                                             A/Egypt/N05056/2009	               2.2.1
                                                       A/chicken/Israel/397/2006	               2.2.1
                                                A/chicken/Egypt/09279S-NLQP/2009	               2.2.1
                                        A/chicken/Egypt/9383NAMRU3-CLEVB112/2007	               2.2.1
                                                           A/goose/Egypt/R4/2007	               2.2.1
                                            A/Cygnus_olor/Czech_Republic/7185/06	               2.2.1
                                                  A/chicken/Egypt/0920-NLQP/2009	               2.2.1
                                              A/chicken/Egypt/12378N3-CLEVB/2006	               2.2.1
                                                         A/chicken/Egypt/F4/2006	               2.2.1
                                                     A/chicken/Egypt/C1Tr13/2007	               2.2.1
                                                   A/duck/Egypt/1301-NAMRU3/2007	               2.2.1
                                                             A/Egypt/N00270/2010	               2.2.1
